author,text,is_fake,rating,position
Наталія Гнатюк,Журналісти повідомили про нові досягнення у сфері економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.579,редактор
Олена Ковальчук,Офіційні джерела підтвердили позитивні зміни у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.476,аналітик новин
Юрій Бойко,У соцмережах поширюється чутка про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.462,користувач соцмереж
User123,"Анонімні джерела повідомляють, що розвиток штучного інтелекту знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.545,активіст
Юрій Бойко,"Відео у TikTok показує, що політична реформа призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.516,користувач соцмереж
Anonymous,"Відео у TikTok показує, що нові освітні програми призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.669,інтернет-коментатор
Юрій Бойко,"Користувачі мережі стверджують, що уряд приховує дані про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.634,активіст
Юрій Бойко,У соцмережах поширюється чутка про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.591,активіст
Олена Ковальчук,"Відео у TikTok показує, що сучасна медицина призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.637,активіст
Марія Іванчук,У соцмережах поширюється чутка про енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.596,інтернет-коментатор
Андрій Сидоренко,Журналісти повідомили про нові досягнення у сфері сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.914,редактор
Patriot_True,"Користувачі мережі стверджують, що уряд приховує дані про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.437,інтернет-коментатор
Patriot_True,"Користувачі мережі стверджують, що уряд приховує дані про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.151,блогер
Іван Петренко,Офіційні джерела підтвердили позитивні зміни у сфері економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.821,редактор
Олена Ковальчук,Офіційні джерела підтвердили позитивні зміни у сфері політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.581,редактор
Олена Ковальчук,Журналісти повідомили про нові досягнення у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.729,редактор
Іван Петренко,"Експерти заявили, що політична реформа розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.787,журналіст
Юрій Бойко,"Відео у TikTok показує, що нові освітні програми призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.408,користувач соцмереж
Іван Петренко,Журналісти повідомили про нові досягнення у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.556,редактор
Юрій Бойко,"Користувачі мережі стверджують, що уряд приховує дані про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.212,інтернет-коментатор
Наталія Гнатюк,"Експерти заявили, що розвиток штучного інтелекту розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.789,журналіст
CV19_OpenEyes,"Користувачі мережі стверджують, що уряд приховує дані про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.637,користувач соцмереж
Марія Іванчук,Журналісти повідомили про нові досягнення у сфері енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.57,репортер
Іван Петренко,Офіційні джерела підтвердили позитивні зміни у сфері сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.424,журналіст
Марія Іванчук,Журналісти повідомили про нові досягнення у сфері економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.821,редактор
Андрій Сидоренко,"Відео у TikTok показує, що нові освітні програми призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.548,блогер
Наталія Гнатюк,Журналісти повідомили про нові досягнення у сфері політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.613,журналіст
Іван Петренко,Міністерство оприлюднило звіт про стан політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.739,репортер
Юрій Бойко,Журналісти повідомили про нові досягнення у сфері економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.895,редактор
Андрій Сидоренко,У соцмережах поширюється чутка про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.41,активіст
Іван Петренко,Міністерство оприлюднило звіт про стан енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.914,аналітик новин
Олена Ковальчук,"Відео у TikTok показує, що економіка України призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.542,блогер
Андрій Сидоренко,"Відео у TikTok показує, що розвиток штучного інтелекту призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.101,активіст
Олена Ковальчук,"Користувачі мережі стверджують, що уряд приховує дані про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.666,інтернет-коментатор
CV19_OpenEyes,У соцмережах поширюється чутка про нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.59,користувач соцмереж
Юрій Бойко,Міністерство оприлюднило звіт про стан політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.638,репортер
User123,"Анонімні джерела повідомляють, що сучасна медицина знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.677,користувач соцмереж
Андрій Сидоренко,"Експерти заявили, що енергетична безпека розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.619,журналіст
HiddenSource,"Анонімні джерела повідомляють, що нові освітні програми знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.425,активіст
Андрій Сидоренко,Міністерство оприлюднило звіт про стан сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.618,репортер
Олена Ковальчук,Міністерство оприлюднило звіт про стан економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.862,репортер
Іван Петренко,Журналісти повідомили про нові досягнення у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.473,аналітик новин
CV19_OpenEyes,"Користувачі мережі стверджують, що уряд приховує дані про енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.202,користувач соцмереж
Марія Іванчук,Журналісти повідомили про нові досягнення у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.683,аналітик новин
CV19_OpenEyes,"Відео у TikTok показує, що сучасна медицина призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.441,користувач соцмереж
Андрій Сидоренко,"Експерти заявили, що енергетична безпека розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.573,редактор
Андрій Сидоренко,У соцмережах поширюється чутка про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.698,активіст
Patriot_True,"Анонімні джерела повідомляють, що нові освітні програми знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.52,активіст
User123,У соцмережах поширюється чутка про енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.487,користувач соцмереж
Юрій Бойко,У соцмережах поширюється чутка про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.299,активіст
User123,"Користувачі мережі стверджують, що уряд приховує дані про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.587,активіст
Юрій Бойко,Журналісти повідомили про нові досягнення у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.902,редактор
Марія Іванчук,Офіційні джерела підтвердили позитивні зміни у сфері політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.493,редактор
Юрій Бойко,"Користувачі мережі стверджують, що уряд приховує дані про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.245,користувач соцмереж
RealTruth,"Користувачі мережі стверджують, що уряд приховує дані про енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.147,блогер
User123,"Користувачі мережі стверджують, що уряд приховує дані про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.511,активіст
RealTruth,У соцмережах поширюється чутка про енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.395,активіст
Андрій Сидоренко,Міністерство оприлюднило звіт про стан політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.523,аналітик новин
Іван Петренко,Міністерство оприлюднило звіт про стан сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.547,репортер
HiddenSource,У соцмережах поширюється чутка про енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.198,інтернет-коментатор
Юрій Бойко,Журналісти повідомили про нові досягнення у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.516,аналітик новин
Марія Іванчук,Міністерство оприлюднило звіт про стан енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.772,редактор
Олена Ковальчук,Міністерство оприлюднило звіт про стан економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.651,журналіст
Андрій Сидоренко,Офіційні джерела підтвердили позитивні зміни у сфері енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.584,журналіст
Олена Ковальчук,Міністерство оприлюднило звіт про стан нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.665,журналіст
Юрій Бойко,Офіційні джерела підтвердили позитивні зміни у сфері сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.843,журналіст
Іван Петренко,"Експерти заявили, що розвиток штучного інтелекту розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.539,аналітик новин
User123,У соцмережах поширюється чутка про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.399,інтернет-коментатор
Андрій Сидоренко,"Користувачі мережі стверджують, що уряд приховує дані про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.54,блогер
Юрій Бойко,У соцмережах поширюється чутка про енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.342,інтернет-коментатор
Олена Ковальчук,Журналісти повідомили про нові досягнення у сфері сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.619,журналіст
Марія Іванчук,"Експерти заявили, що політична реформа розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.921,аналітик новин
Андрій Сидоренко,"Анонімні джерела повідомляють, що економіка України знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.347,блогер
Андрій Сидоренко,Міністерство оприлюднило звіт про стан нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.85,журналіст
Наталія Гнатюк,"Користувачі мережі стверджують, що уряд приховує дані про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.563,блогер
CV19_OpenEyes,"Анонімні джерела повідомляють, що енергетична безпека знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.428,інтернет-коментатор
Марія Іванчук,"Експерти заявили, що нові освітні програми розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.578,журналіст
Андрій Сидоренко,"Анонімні джерела повідомляють, що нові освітні програми знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.637,користувач соцмереж
CV19_OpenEyes,"Відео у TikTok показує, що сучасна медицина призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.561,користувач соцмереж
Андрій Сидоренко,У соцмережах поширюється чутка про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.311,активіст
Олена Ковальчук,Міністерство оприлюднило звіт про стан нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.859,журналіст
Юрій Бойко,Міністерство оприлюднило звіт про стан нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.774,журналіст
Іван Петренко,Офіційні джерела підтвердили позитивні зміни у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.488,журналіст
Наталія Гнатюк,Міністерство оприлюднило звіт про стан розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.652,репортер
Іван Петренко,Журналісти повідомили про нові досягнення у сфері сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.721,аналітик новин
CV19_OpenEyes,У соцмережах поширюється чутка про енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.363,інтернет-коментатор
Олена Ковальчук,"Експерти заявили, що політична реформа розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.78,репортер
Марія Іванчук,"Користувачі мережі стверджують, що уряд приховує дані про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.491,інтернет-коментатор
Андрій Сидоренко,"Експерти заявили, що розвиток штучного інтелекту розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.605,репортер
Юрій Бойко,У соцмережах поширюється чутка про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.408,користувач соцмереж
Марія Іванчук,Міністерство оприлюднило звіт про стан нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.533,репортер
Іван Петренко,Офіційні джерела підтвердили позитивні зміни у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.792,аналітик новин
Anonymous,"Анонімні джерела повідомляють, що нові освітні програми знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.465,блогер
Наталія Гнатюк,Офіційні джерела підтвердили позитивні зміни у сфері сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.611,журналіст
CV19_OpenEyes,"Відео у TikTok показує, що нові освітні програми призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.406,користувач соцмереж
Андрій Сидоренко,Журналісти повідомили про нові досягнення у сфері політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.942,редактор
Марія Іванчук,"Відео у TikTok показує, що економіка України призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.329,інтернет-коментатор
Олена Ковальчук,У соцмережах поширюється чутка про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.401,користувач соцмереж
Юрій Бойко,"Користувачі мережі стверджують, що уряд приховує дані про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.479,інтернет-коментатор
Іван Петренко,"Користувачі мережі стверджують, що уряд приховує дані про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.592,блогер
Юрій Бойко,Міністерство оприлюднило звіт про стан енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.438,аналітик новин
Марія Іванчук,"Анонімні джерела повідомляють, що розвиток штучного інтелекту знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.239,користувач соцмереж
Юрій Бойко,Міністерство оприлюднило звіт про стан економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.478,аналітик новин
Марія Іванчук,"Відео у TikTok показує, що енергетична безпека призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.108,користувач соцмереж
Марія Іванчук,Міністерство оприлюднило звіт про стан нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.921,аналітик новин
Олена Ковальчук,Журналісти повідомили про нові досягнення у сфері політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.538,журналіст
Олена Ковальчук,"Відео у TikTok показує, що нові освітні програми призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.295,інтернет-коментатор
Марія Іванчук,Журналісти повідомили про нові досягнення у сфері енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.842,аналітик новин
HiddenSource,"Користувачі мережі стверджують, що уряд приховує дані про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.556,інтернет-коментатор
Андрій Сидоренко,Журналісти повідомили про нові досягнення у сфері сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.86,журналіст
Олена Ковальчук,У соцмережах поширюється чутка про нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.542,інтернет-коментатор
Юрій Бойко,"Експерти заявили, що економіка України розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.467,аналітик новин
Наталія Гнатюк,"Експерти заявили, що розвиток штучного інтелекту розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.76,репортер
Patriot_True,"Відео у TikTok показує, що політична реформа призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.558,активіст
Олена Ковальчук,"Відео у TikTok показує, що нові освітні програми призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.638,користувач соцмереж
Іван Петренко,Міністерство оприлюднило звіт про стан розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.723,журналіст
Наталія Гнатюк,"Відео у TikTok показує, що нові освітні програми призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.347,користувач соцмереж
Андрій Сидоренко,Офіційні джерела підтвердили позитивні зміни у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.453,журналіст
Марія Іванчук,Офіційні джерела підтвердили позитивні зміни у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.73,репортер
CV19_OpenEyes,У соцмережах поширюється чутка про нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.483,користувач соцмереж
Іван Петренко,"Експерти заявили, що економіка України розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.638,аналітик новин
Іван Петренко,"Користувачі мережі стверджують, що уряд приховує дані про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.197,користувач соцмереж
CV19_OpenEyes,"Користувачі мережі стверджують, що уряд приховує дані про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.675,інтернет-коментатор
Наталія Гнатюк,Офіційні джерела підтвердили позитивні зміни у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.421,журналіст
Іван Петренко,"Експерти заявили, що розвиток штучного інтелекту розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.579,редактор
Юрій Бойко,"Користувачі мережі стверджують, що уряд приховує дані про нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.492,активіст
Patriot_True,"Анонімні джерела повідомляють, що енергетична безпека знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.462,інтернет-коментатор
Марія Іванчук,"Користувачі мережі стверджують, що уряд приховує дані про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.559,блогер
Марія Іванчук,"Експерти заявили, що розвиток штучного інтелекту розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.408,аналітик новин
Андрій Сидоренко,"Анонімні джерела повідомляють, що економіка України знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.493,активіст
Іван Петренко,У соцмережах поширюється чутка про нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.592,блогер
Юрій Бойко,"Анонімні джерела повідомляють, що нові освітні програми знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.226,користувач соцмереж
Юрій Бойко,Журналісти повідомили про нові досягнення у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.697,редактор
Марія Іванчук,"Експерти заявили, що енергетична безпека розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.802,журналіст
Іван Петренко,Міністерство оприлюднило звіт про стан енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.621,редактор
Андрій Сидоренко,"Експерти заявили, що сучасна медицина розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.419,аналітик новин
Марія Іванчук,"Користувачі мережі стверджують, що уряд приховує дані про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.487,активіст
Іван Петренко,"Відео у TikTok показує, що енергетична безпека призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.109,блогер
Юрій Бойко,У соцмережах поширюється чутка про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.266,інтернет-коментатор
Іван Петренко,"Експерти заявили, що політична реформа розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.977,аналітик новин
Юрій Бойко,Міністерство оприлюднило звіт про стан енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.943,репортер
HiddenSource,"Анонімні джерела повідомляють, що політична реформа знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.684,блогер
Patriot_True,"Анонімні джерела повідомляють, що енергетична безпека знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.427,блогер
